scenario,scenario_label,run,step,total_population,muslim_population,non_muslim_population,muslim_share,year
high_inflow_share_30y,High Muslim inflow share (70%),110,30,731,173,558,0.2366621067031463,2056
high_inflow_share_30y,High Muslim inflow share (70%),118,15,671,105,566,0.1564828614008941,2041
high_inflow_share_30y,High Muslim inflow share (70%),116,18,642,100,542,0.1557632398753894,2044
high_inflow_share_30y,High Muslim inflow share (70%),112,25,675,120,555,0.1777777777777777,2051
high_inflow_share_30y,High Muslim inflow share (70%),119,10,664,82,582,0.1234939759036144,2036
high_inflow_share_30y,High Muslim inflow share (70%),117,22,720,127,593,0.1763888888888889,2048
high_inflow_share_30y,High Muslim inflow share (70%),120,6,666,91,575,0.1366366366366366,2032
high_inflow_share_30y,High Muslim inflow share (70%),114,23,668,131,537,0.1961077844311377,2049
high_inflow_share_30y,High Muslim inflow share (70%),115,19,706,111,595,0.1572237960339943,2045
high_inflow_share_30y,High Muslim inflow share (70%),118,16,659,104,555,0.1578148710166919,2042
high_inflow_share_30y,High Muslim inflow share (70%),119,11,665,86,579,0.1293233082706767,2037
high_inflow_share_30y,High Muslim inflow share (70%),116,19,641,104,537,0.1622464898595944,2045
high_inflow_share_30y,High Muslim inflow share (70%),121,0,670,72,598,0.1074626865671641,2026
high_inflow_share_30y,High Muslim inflow share (70%),120,7,665,93,572,0.1398496240601503,2033
high_inflow_share_30y,High Muslim inflow share (70%),117,23,722,132,590,0.1828254847645429,2049
high_inflow_share_30y,High Muslim inflow share (70%),122,0,670,53,617,0.0791044776119403,2026
high_inflow_share_30y,High Muslim inflow share (70%),114,24,668,133,535,0.1991017964071856,2050
high_inflow_share_30y,High Muslim inflow share (70%),112,26,673,122,551,0.1812778603268945,2052
high_inflow_share_30y,High Muslim inflow share (70%),115,20,700,114,586,0.1628571428571428,2046
high_inflow_share_30y,High Muslim inflow share (70%),116,20,641,109,532,0.1700468018720748,2046
high_inflow_share_30y,High Muslim inflow share (70%),122,1,664,58,606,0.0873493975903614,2027
high_inflow_share_30y,High Muslim inflow share (70%),124,0,670,66,604,0.0985074626865671,2026
high_inflow_share_30y,High Muslim inflow share (70%),117,24,719,136,583,0.1891515994436717,2050
high_inflow_share_30y,High Muslim inflow share (70%),119,12,663,90,573,0.1357466063348416,2038
high_inflow_share_30y,High Muslim inflow share (70%),118,17,662,107,555,0.161631419939577,2043
high_inflow_share_30y,High Muslim inflow share (70%),123,0,670,74,596,0.1104477611940298,2026
high_inflow_share_30y,High Muslim inflow share (70%),121,1,667,73,594,0.1094452773613193,2027
high_inflow_share_30y,High Muslim inflow share (70%),116,21,646,110,536,0.1702786377708978,2047
high_inflow_share_30y,High Muslim inflow share (70%),120,8,670,96,574,0.1432835820895522,2034
high_inflow_share_30y,High Muslim inflow share (70%),112,27,679,124,555,0.182621502209131,2053
high_inflow_share_30y,High Muslim inflow share (70%),115,21,703,119,584,0.1692745376955903,2047
high_inflow_share_30y,High Muslim inflow share (70%),122,2,665,59,606,0.0887218045112782,2028
high_inflow_share_30y,High Muslim inflow share (70%),117,25,724,140,584,0.1933701657458563,2051
high_inflow_share_30y,High Muslim inflow share (70%),124,1,660,68,592,0.103030303030303,2027
high_inflow_share_30y,High Muslim inflow share (70%),118,18,660,109,551,0.1651515151515151,2044
high_inflow_share_30y,High Muslim inflow share (70%),119,13,659,92,567,0.1396054628224582,2039
high_inflow_share_30y,High Muslim inflow share (70%),123,1,667,78,589,0.1169415292353823,2027
high_inflow_share_30y,High Muslim inflow share (70%),116,22,648,111,537,0.1712962962962963,2048
high_inflow_share_30y,High Muslim inflow share (70%),121,2,664,74,590,0.1114457831325301,2028
high_inflow_share_30y,High Muslim inflow share (70%),120,9,669,101,568,0.1509715994020926,2035
high_inflow_share_30y,High Muslim inflow share (70%),112,28,676,124,552,0.1834319526627219,2054
high_inflow_share_30y,High Muslim inflow share (70%),118,19,655,111,544,0.1694656488549618,2045
high_inflow_share_30y,High Muslim inflow share (70%),115,22,707,122,585,0.1725601131541725,2048
high_inflow_share_30y,High Muslim inflow share (70%),122,3,672,59,613,0.087797619047619,2029
high_inflow_share_30y,High Muslim inflow share (70%),124,2,658,72,586,0.1094224924012158,2028
high_inflow_share_30y,High Muslim inflow share (70%),117,26,736,146,590,0.1983695652173913,2052
high_inflow_share_30y,High Muslim inflow share (70%),119,14,661,94,567,0.1422087745839637,2040
high_inflow_share_30y,High Muslim inflow share (70%),123,2,664,82,582,0.1234939759036144,2028
high_inflow_share_30y,High Muslim inflow share (70%),116,23,650,115,535,0.1769230769230769,2049
high_inflow_share_30y,High Muslim inflow share (70%),121,3,663,75,588,0.1131221719457013,2029
high_inflow_share_30y,High Muslim inflow share (70%),120,10,668,105,563,0.1571856287425149,2036
high_inflow_share_30y,High Muslim inflow share (70%),112,29,678,124,554,0.1828908554572271,2055
high_inflow_share_30y,High Muslim inflow share (70%),118,20,646,114,532,0.1764705882352941,2046
high_inflow_share_30y,High Muslim inflow share (70%),123,3,670,83,587,0.1238805970149253,2029
high_inflow_share_30y,High Muslim inflow share (70%),124,3,658,76,582,0.1155015197568389,2029
high_inflow_share_30y,High Muslim inflow share (70%),119,15,662,95,567,0.1435045317220543,2041
high_inflow_share_30y,High Muslim inflow share (70%),115,23,702,123,579,0.1752136752136752,2049
high_inflow_share_30y,High Muslim inflow share (70%),117,27,740,153,587,0.2067567567567567,2053
high_inflow_share_30y,High Muslim inflow share (70%),116,24,653,119,534,0.1822358346094946,2050
high_inflow_share_30y,High Muslim inflow share (70%),121,4,663,76,587,0.114630467571644,2030
high_inflow_share_30y,High Muslim inflow share (70%),120,11,670,109,561,0.1626865671641791,2037
high_inflow_share_30y,High Muslim inflow share (70%),112,30,681,128,553,0.1879588839941262,2056
high_inflow_share_30y,High Muslim inflow share (70%),118,21,647,117,530,0.1808346213292117,2047
high_inflow_share_30y,High Muslim inflow share (70%),119,16,671,101,570,0.1505216095380029,2042
high_inflow_share_30y,High Muslim inflow share (70%),115,24,697,124,573,0.1779053084648493,2050
high_inflow_share_30y,High Muslim inflow share (70%),124,4,659,80,579,0.1213960546282245,2030
high_inflow_share_30y,High Muslim inflow share (70%),121,5,662,75,587,0.1132930513595166,2031
high_inflow_share_30y,High Muslim inflow share (70%),123,4,663,82,581,0.1236802413273001,2030
high_inflow_share_30y,High Muslim inflow share (70%),116,25,657,124,533,0.1887366818873668,2051
high_inflow_share_30y,High Muslim inflow share (70%),120,12,672,112,560,0.1666666666666666,2038
high_inflow_share_30y,High Muslim inflow share (70%),118,22,642,118,524,0.1838006230529595,2048
high_inflow_share_30y,High Muslim inflow share (70%),119,17,665,102,563,0.1533834586466165,2043
high_inflow_share_30y,High Muslim inflow share (70%),115,25,696,127,569,0.1824712643678161,2051
high_inflow_share_30y,High Muslim inflow share (70%),121,6,658,76,582,0.1155015197568389,2032
high_inflow_share_30y,High Muslim inflow share (70%),124,5,660,86,574,0.1303030303030303,2031
high_inflow_share_30y,High Muslim inflow share (70%),118,23,637,120,517,0.1883830455259026,2049
high_inflow_share_30y,High Muslim inflow share (70%),120,13,667,115,552,0.1724137931034483,2039
high_inflow_share_30y,High Muslim inflow share (70%),123,5,669,87,582,0.1300448430493273,2031
high_inflow_share_30y,High Muslim inflow share (70%),116,26,657,128,529,0.1948249619482496,2052
high_inflow_share_30y,High Muslim inflow share (70%),125,0,670,74,596,0.1104477611940298,2026
high_inflow_share_30y,High Muslim inflow share (70%),115,26,689,130,559,0.1886792452830188,2052
high_inflow_share_30y,High Muslim inflow share (70%),119,18,665,103,562,0.1548872180451128,2044
high_inflow_share_30y,High Muslim inflow share (70%),121,7,656,73,583,0.111280487804878,2033
high_inflow_share_30y,High Muslim inflow share (70%),124,6,661,90,571,0.1361573373676248,2032
high_inflow_share_30y,High Muslim inflow share (70%),118,24,637,122,515,0.1915227629513343,2050
high_inflow_share_30y,High Muslim inflow share (70%),120,14,670,121,549,0.1805970149253731,2040
high_inflow_share_30y,High Muslim inflow share (70%),123,6,677,91,586,0.1344165435745938,2032
high_inflow_share_30y,High Muslim inflow share (70%),116,27,658,133,525,0.202127659574468,2053
high_inflow_share_30y,High Muslim inflow share (70%),125,1,664,75,589,0.1129518072289156,2027
high_inflow_share_30y,High Muslim inflow share (70%),119,19,664,104,560,0.1566265060240964,2045
high_inflow_share_30y,High Muslim inflow share (70%),115,27,686,132,554,0.1924198250728863,2053
high_inflow_share_30y,High Muslim inflow share (70%),124,7,671,95,576,0.1415797317436661,2033
high_inflow_share_30y,High Muslim inflow share (70%),118,25,636,125,511,0.1965408805031446,2051
high_inflow_share_30y,High Muslim inflow share (70%),121,8,658,75,583,0.1139817629179331,2034
high_inflow_share_30y,High Muslim inflow share (70%),120,15,674,127,547,0.1884272997032641,2041
high_inflow_share_30y,High Muslim inflow share (70%),116,28,657,136,521,0.2070015220700152,2054
high_inflow_share_30y,High Muslim inflow share (70%),123,7,680,94,586,0.138235294117647,2033
high_inflow_share_30y,High Muslim inflow share (70%),122,4,668,60,608,0.0898203592814371,2030
high_inflow_share_30y,High Muslim inflow share (70%),119,20,663,110,553,0.1659125188536953,2046
high_inflow_share_30y,High Muslim inflow share (70%),117,28,739,158,581,0.2138024357239512,2054
high_inflow_share_30y,High Muslim inflow share (70%),115,28,696,139,557,0.1997126436781609,2054
high_inflow_share_30y,High Muslim inflow share (70%),120,16,677,131,546,0.1935007385524372,2042
high_inflow_share_30y,High Muslim inflow share (70%),124,8,670,101,569,0.1507462686567164,2034
high_inflow_share_30y,High Muslim inflow share (70%),125,2,655,75,580,0.1145038167938931,2028
high_inflow_share_30y,High Muslim inflow share (70%),119,21,657,109,548,0.1659056316590563,2047
high_inflow_share_30y,High Muslim inflow share (70%),118,26,636,131,505,0.2059748427672956,2052
high_inflow_share_30y,High Muslim inflow share (70%),123,8,680,98,582,0.1441176470588235,2034
high_inflow_share_30y,High Muslim inflow share (70%),121,9,658,75,583,0.1139817629179331,2035
high_inflow_share_30y,High Muslim inflow share (70%),116,29,652,142,510,0.2177914110429447,2055
high_inflow_share_30y,High Muslim inflow share (70%),122,5,671,62,609,0.0923994038748137,2031
high_inflow_share_30y,High Muslim inflow share (70%),120,17,678,135,543,0.1991150442477876,2043
high_inflow_share_30y,High Muslim inflow share (70%),124,9,674,106,568,0.1572700296735905,2035
high_inflow_share_30y,High Muslim inflow share (70%),118,27,633,134,499,0.2116903633491311,2053
high_inflow_share_30y,High Muslim inflow share (70%),125,3,658,78,580,0.1185410334346504,2029
high_inflow_share_30y,High Muslim inflow share (70%),115,29,699,144,555,0.2060085836909871,2055
high_inflow_share_30y,High Muslim inflow share (70%),117,29,742,162,580,0.2183288409703504,2055
high_inflow_share_30y,High Muslim inflow share (70%),123,9,682,104,578,0.1524926686217008,2035
high_inflow_share_30y,High Muslim inflow share (70%),119,22,653,110,543,0.1684532924961715,2048
high_inflow_share_30y,High Muslim inflow share (70%),116,30,659,148,511,0.2245827010622154,2056
high_inflow_share_30y,High Muslim inflow share (70%),121,10,658,76,582,0.1155015197568389,2036
high_inflow_share_30y,High Muslim inflow share (70%),122,6,669,64,605,0.0956651718983557,2032
high_inflow_share_30y,High Muslim inflow share (70%),118,28,633,135,498,0.2132701421800948,2054
high_inflow_share_30y,High Muslim inflow share (70%),120,18,679,136,543,0.2002945508100147,2044
high_inflow_share_30y,High Muslim inflow share (70%),125,4,658,80,578,0.121580547112462,2030
high_inflow_share_30y,High Muslim inflow share (70%),115,30,694,143,551,0.2060518731988472,2056
high_inflow_share_30y,High Muslim inflow share (70%),124,10,677,109,568,0.1610044313146233,2036
high_inflow_share_30y,High Muslim inflow share (70%),117,30,743,167,576,0.224764468371467,2056
high_inflow_share_30y,High Muslim inflow share (70%),123,10,686,106,580,0.1545189504373177,2036
high_inflow_share_30y,High Muslim inflow share (70%),121,11,665,75,590,0.112781954887218,2037
high_inflow_share_30y,High Muslim inflow share (70%),119,23,650,112,538,0.1723076923076923,2049
high_inflow_share_30y,High Muslim inflow share (70%),114,25,672,139,533,0.206845238095238,2051
high_inflow_share_30y,High Muslim inflow share (70%),126,0,670,61,609,0.0910447761194029,2026
high_inflow_share_30y,High Muslim inflow share (70%),122,7,678,67,611,0.0988200589970501,2033
high_inflow_share_30y,High Muslim inflow share (70%),123,11,691,108,583,0.1562952243125904,2037
high_inflow_share_30y,High Muslim inflow share (70%),124,11,678,114,564,0.168141592920354,2037
high_inflow_share_30y,High Muslim inflow share (70%),120,19,676,136,540,0.2011834319526627,2045
high_inflow_share_30y,High Muslim inflow share (70%),125,5,653,82,571,0.1255742725880551,2031
high_inflow_share_30y,High Muslim inflow share (70%),118,29,631,138,493,0.2187004754358161,2055
high_inflow_share_30y,High Muslim inflow share (70%),114,26,672,140,532,0.2083333333333333,2052
high_inflow_share_30y,High Muslim inflow share (70%),119,24,656,116,540,0.1768292682926829,2050
high_inflow_share_30y,High Muslim inflow share (70%),121,12,662,80,582,0.120845921450151,2038
high_inflow_share_30y,High Muslim inflow share (70%),122,8,684,71,613,0.1038011695906432,2034
high_inflow_share_30y,High Muslim inflow share (70%),126,1,671,62,609,0.0923994038748137,2027
high_inflow_share_30y,High Muslim inflow share (70%),123,12,691,111,580,0.1606367583212735,2038
high_inflow_share_30y,High Muslim inflow share (70%),118,30,627,140,487,0.2232854864433811,2056
high_inflow_share_30y,High Muslim inflow share (70%),124,12,683,119,564,0.1742313323572474,2038
high_inflow_share_30y,High Muslim inflow share (70%),120,20,673,139,534,0.2065378900445765,2046
high_inflow_share_30y,High Muslim inflow share (70%),114,27,662,141,521,0.2129909365558912,2053
high_inflow_share_30y,High Muslim inflow share (70%),119,25,659,121,538,0.1836115326251896,2051
high_inflow_share_30y,High Muslim inflow share (70%),125,6,662,89,573,0.134441087613293,2032
high_inflow_share_30y,High Muslim inflow share (70%),121,13,667,87,580,0.1304347826086956,2039
high_inflow_share_30y,High Muslim inflow share (70%),122,9,686,75,611,0.1093294460641399,2035
high_inflow_share_30y,High Muslim inflow share (70%),123,13,692,117,575,0.1690751445086705,2039
high_inflow_share_30y,High Muslim inflow share (70%),128,0,670,63,607,0.0940298507462686,2026
high_inflow_share_30y,High Muslim inflow share (70%),126,2,669,65,604,0.0971599402092675,2028
high_inflow_share_30y,High Muslim inflow share (70%),120,21,675,144,531,0.2133333333333333,2047
high_inflow_share_30y,High Muslim inflow share (70%),127,0,670,50,620,0.0746268656716417,2026
high_inflow_share_30y,High Muslim inflow share (70%),114,28,663,145,518,0.2187028657616893,2054
high_inflow_share_30y,High Muslim inflow share (70%),124,13,676,119,557,0.1760355029585799,2039
high_inflow_share_30y,High Muslim inflow share (70%),125,7,665,91,574,0.1368421052631579,2033
high_inflow_share_30y,High Muslim inflow share (70%),119,26,657,126,531,0.1917808219178082,2052
high_inflow_share_30y,High Muslim inflow share (70%),129,0,670,74,596,0.1104477611940298,2026
high_inflow_share_30y,High Muslim inflow share (70%),128,1,675,67,608,0.0992592592592592,2027
high_inflow_share_30y,High Muslim inflow share (70%),123,14,688,119,569,0.1729651162790697,2040
high_inflow_share_30y,High Muslim inflow share (70%),122,10,690,80,610,0.1159420289855072,2036
high_inflow_share_30y,High Muslim inflow share (70%),121,14,676,91,585,0.1346153846153846,2040
high_inflow_share_30y,High Muslim inflow share (70%),126,3,668,68,600,0.1017964071856287,2029
high_inflow_share_30y,High Muslim inflow share (70%),120,22,672,146,526,0.2172619047619047,2048
high_inflow_share_30y,High Muslim inflow share (70%),127,1,670,53,617,0.0791044776119403,2027
high_inflow_share_30y,High Muslim inflow share (70%),114,29,664,149,515,0.2243975903614457,2055
high_inflow_share_30y,High Muslim inflow share (70%),119,27,661,130,531,0.1966717095310136,2053
high_inflow_share_30y,High Muslim inflow share (70%),129,1,661,76,585,0.1149773071104387,2027
high_inflow_share_30y,High Muslim inflow share (70%),128,2,675,69,606,0.1022222222222222,2028
high_inflow_share_30y,High Muslim inflow share (70%),124,14,674,117,557,0.1735905044510385,2040
high_inflow_share_30y,High Muslim inflow share (70%),121,15,686,96,590,0.1399416909620991,2041
high_inflow_share_30y,High Muslim inflow share (70%),125,8,659,93,566,0.1411229135053111,2034
high_inflow_share_30y,High Muslim inflow share (70%),126,4,670,70,600,0.1044776119402985,2030
high_inflow_share_30y,High Muslim inflow share (70%),127,2,659,56,603,0.0849772382397572,2028
high_inflow_share_30y,High Muslim inflow share (70%),122,11,698,85,613,0.1217765042979942,2037
high_inflow_share_30y,High Muslim inflow share (70%),123,15,692,124,568,0.1791907514450867,2041
high_inflow_share_30y,High Muslim inflow share (70%),114,30,664,151,513,0.2274096385542168,2056
high_inflow_share_30y,High Muslim inflow share (70%),120,23,677,148,529,0.2186115214180206,2049
high_inflow_share_30y,High Muslim inflow share (70%),119,28,655,133,522,0.2030534351145038,2054
high_inflow_share_30y,High Muslim inflow share (70%),128,3,663,73,590,0.1101055806938159,2029
high_inflow_share_30y,High Muslim inflow share (70%),125,9,656,95,561,0.1448170731707317,2035
high_inflow_share_30y,High Muslim inflow share (70%),126,5,669,72,597,0.1076233183856502,2031
high_inflow_share_30y,High Muslim inflow share (70%),129,2,664,78,586,0.1174698795180722,2028
high_inflow_share_30y,High Muslim inflow share (70%),127,3,650,58,592,0.0892307692307692,2029
high_inflow_share_30y,High Muslim inflow share (70%),124,15,674,119,555,0.1765578635014836,2041
high_inflow_share_30y,High Muslim inflow share (70%),121,16,691,98,593,0.1418234442836468,2042
high_inflow_share_30y,High Muslim inflow share (70%),120,24,678,148,530,0.2182890855457227,2050
high_inflow_share_30y,High Muslim inflow share (70%),122,12,703,89,614,0.1266002844950213,2038
high_inflow_share_30y,High Muslim inflow share (70%),123,16,696,127,569,0.1824712643678161,2042
high_inflow_share_30y,High Muslim inflow share (70%),128,4,663,75,588,0.1131221719457013,2030
high_inflow_share_30y,High Muslim inflow share (70%),119,29,649,133,516,0.2049306625577812,2055
high_inflow_share_30y,High Muslim inflow share (70%),127,4,645,61,584,0.0945736434108527,2030
high_inflow_share_30y,High Muslim inflow share (70%),126,6,666,73,593,0.1096096096096096,2032
high_inflow_share_30y,High Muslim inflow share (70%),120,25,678,150,528,0.2212389380530973,2051
high_inflow_share_30y,High Muslim inflow share (70%),121,17,689,99,590,0.1436865021770682,2043
high_inflow_share_30y,High Muslim inflow share (70%),125,10,654,100,554,0.1529051987767584,2036
high_inflow_share_30y,High Muslim inflow share (70%),124,16,670,122,548,0.1820895522388059,2042
high_inflow_share_30y,High Muslim inflow share (70%),129,3,659,79,580,0.1198786039453717,2029
high_inflow_share_30y,High Muslim inflow share (70%),122,13,711,91,620,0.1279887482419128,2039
high_inflow_share_30y,High Muslim inflow share (70%),130,0,670,66,604,0.0985074626865671,2026
high_inflow_share_30y,High Muslim inflow share (70%),123,17,691,130,561,0.1881331403762662,2043
high_inflow_share_30y,High Muslim inflow share (70%),128,5,669,80,589,0.1195814648729446,2031
high_inflow_share_30y,High Muslim inflow share (70%),119,30,642,137,505,0.2133956386292834,2056
high_inflow_share_30y,High Muslim inflow share (70%),127,5,640,64,576,0.1,2031
high_inflow_share_30y,High Muslim inflow share (70%),126,7,667,75,592,0.1124437781109445,2033
high_inflow_share_30y,High Muslim inflow share (70%),121,18,685,101,584,0.1474452554744525,2044
high_inflow_share_30y,High Muslim inflow share (70%),120,26,677,155,522,0.2289512555391432,2052
high_inflow_share_30y,High Muslim inflow share (70%),125,11,652,100,552,0.1533742331288343,2037
high_inflow_share_30y,High Muslim inflow share (70%),129,4,659,82,577,0.1244309559939302,2030
high_inflow_share_30y,High Muslim inflow share (70%),122,14,709,93,616,0.1311706629055007,2040
high_inflow_share_30y,High Muslim inflow share (70%),124,17,670,125,545,0.1865671641791045,2043
high_inflow_share_30y,High Muslim inflow share (70%),128,6,675,84,591,0.1244444444444444,2032
high_inflow_share_30y,High Muslim inflow share (70%),123,18,689,132,557,0.1915820029027576,2044
high_inflow_share_30y,High Muslim inflow share (70%),130,1,668,68,600,0.1017964071856287,2027
high_inflow_share_30y,High Muslim inflow share (70%),127,6,642,69,573,0.1074766355140186,2032
high_inflow_share_30y,High Muslim inflow share (70%),121,19,685,104,581,0.1518248175182481,2045
high_inflow_share_30y,High Muslim inflow share (70%),126,8,666,76,590,0.1141141141141141,2034
high_inflow_share_30y,High Muslim inflow share (70%),120,27,675,154,521,0.2281481481481481,2053
high_inflow_share_30y,High Muslim inflow share (70%),125,12,654,103,551,0.1574923547400611,2038
high_inflow_share_30y,High Muslim inflow share (70%),129,5,663,88,575,0.1327300150829562,2031
high_inflow_share_30y,High Muslim inflow share (70%),124,18,674,133,541,0.1973293768545994,2044
high_inflow_share_30y,High Muslim inflow share (70%),122,15,707,96,611,0.1357850070721357,2041
high_inflow_share_30y,High Muslim inflow share (70%),123,19,689,135,554,0.1959361393323657,2045
high_inflow_share_30y,High Muslim inflow share (70%),128,7,678,86,592,0.1268436578171091,2033
high_inflow_share_30y,High Muslim inflow share (70%),130,2,663,69,594,0.1040723981900452,2028
high_inflow_share_30y,High Muslim inflow share (70%),131,0,670,67,603,0.1,2026
high_inflow_share_30y,High Muslim inflow share (70%),121,20,684,106,578,0.1549707602339181,2046
high_inflow_share_30y,High Muslim inflow share (70%),127,7,637,71,566,0.1114599686028257,2033
high_inflow_share_30y,High Muslim inflow share (70%),126,9,667,80,587,0.1199400299850075,2035
high_inflow_share_30y,High Muslim inflow share (70%),125,13,649,103,546,0.1587057010785824,2039
high_inflow_share_30y,High Muslim inflow share (70%),129,6,665,92,573,0.1383458646616541,2032
high_inflow_share_30y,High Muslim inflow share (70%),120,28,676,159,517,0.2352071005917159,2054
high_inflow_share_30y,High Muslim inflow share (70%),124,19,673,136,537,0.2020802377414561,2045
high_inflow_share_30y,High Muslim inflow share (70%),130,3,665,71,594,0.106766917293233,2029
high_inflow_share_30y,High Muslim inflow share (70%),123,20,687,141,546,0.2052401746724891,2046
high_inflow_share_30y,High Muslim inflow share (70%),122,16,714,99,615,0.1386554621848739,2042
high_inflow_share_30y,High Muslim inflow share (70%),128,8,678,88,590,0.1297935103244837,2034
high_inflow_share_30y,High Muslim inflow share (70%),121,21,686,109,577,0.1588921282798834,2047
high_inflow_share_30y,High Muslim inflow share (70%),126,10,670,84,586,0.1253731343283582,2036
high_inflow_share_30y,High Muslim inflow share (70%),131,1,665,67,598,0.1007518796992481,2027
high_inflow_share_30y,High Muslim inflow share (70%),127,8,636,75,561,0.1179245283018868,2034
high_inflow_share_30y,High Muslim inflow share (70%),129,7,662,96,566,0.1450151057401812,2033
high_inflow_share_30y,High Muslim inflow share (70%),125,14,647,107,540,0.1653786707882534,2040
high_inflow_share_30y,High Muslim inflow share (70%),120,29,671,161,510,0.2399403874813711,2055
high_inflow_share_30y,High Muslim inflow share (70%),124,20,668,139,529,0.2080838323353293,2046
high_inflow_share_30y,High Muslim inflow share (70%),130,4,663,72,591,0.1085972850678733,2030
high_inflow_share_30y,High Muslim inflow share (70%),123,21,685,143,542,0.2087591240875912,2047
high_inflow_share_30y,High Muslim inflow share (70%),128,9,678,90,588,0.1327433628318584,2035
high_inflow_share_30y,High Muslim inflow share (70%),122,17,720,108,612,0.15,2043
high_inflow_share_30y,High Muslim inflow share (70%),131,2,670,71,599,0.1059701492537313,2028
high_inflow_share_30y,High Muslim inflow share (70%),127,9,634,80,554,0.1261829652996845,2035
high_inflow_share_30y,High Muslim inflow share (70%),129,8,664,97,567,0.1460843373493976,2034
high_inflow_share_30y,High Muslim inflow share (70%),126,11,676,88,588,0.1301775147928994,2037
high_inflow_share_30y,High Muslim inflow share (70%),125,15,650,109,541,0.1676923076923077,2041
high_inflow_share_30y,High Muslim inflow share (70%),120,30,674,166,508,0.2462908011869436,2056
high_inflow_share_30y,High Muslim inflow share (70%),124,21,672,144,528,0.2142857142857142,2047
high_inflow_share_30y,High Muslim inflow share (70%),130,5,666,75,591,0.1126126126126126,2031
high_inflow_share_30y,High Muslim inflow share (70%),121,22,686,111,575,0.1618075801749271,2048
high_inflow_share_30y,High Muslim inflow share (70%),123,22,689,143,546,0.2075471698113207,2048
high_inflow_share_30y,High Muslim inflow share (70%),131,3,672,74,598,0.1101190476190476,2029
high_inflow_share_30y,High Muslim inflow share (70%),129,9,666,99,567,0.1486486486486486,2035
high_inflow_share_30y,High Muslim inflow share (70%),128,10,675,92,583,0.1362962962962963,2036
high_inflow_share_30y,High Muslim inflow share (70%),126,12,677,91,586,0.1344165435745938,2038
high_inflow_share_30y,High Muslim inflow share (70%),130,6,663,77,586,0.1161387631975867,2032
high_inflow_share_30y,High Muslim inflow share (70%),127,10,639,88,551,0.137715179968701,2036
high_inflow_share_30y,High Muslim inflow share (70%),122,18,720,111,609,0.1541666666666666,2044
high_inflow_share_30y,High Muslim inflow share (70%),125,16,649,111,538,0.1710323574730354,2042
high_inflow_share_30y,High Muslim inflow share (70%),121,23,693,117,576,0.1688311688311688,2049
high_inflow_share_30y,High Muslim inflow share (70%),124,22,672,150,522,0.2232142857142857,2048
high_inflow_share_30y,High Muslim inflow share (70%),131,4,675,78,597,0.1155555555555555,2030
high_inflow_share_30y,High Muslim inflow share (70%),129,10,663,101,562,0.1523378582202111,2036
high_inflow_share_30y,High Muslim inflow share (70%),128,11,677,94,583,0.138847858197932,2037
high_inflow_share_30y,High Muslim inflow share (70%),123,23,688,143,545,0.2078488372093023,2049
high_inflow_share_30y,High Muslim inflow share (70%),130,7,661,81,580,0.1225416036308623,2033
high_inflow_share_30y,High Muslim inflow share (70%),127,11,640,91,549,0.1421875,2037
high_inflow_share_30y,High Muslim inflow share (70%),126,13,683,90,593,0.1317715959004392,2039
high_inflow_share_30y,High Muslim inflow share (70%),122,19,719,114,605,0.1585535465924895,2045
high_inflow_share_30y,High Muslim inflow share (70%),132,0,670,70,600,0.1044776119402985,2026
high_inflow_share_30y,High Muslim inflow share (70%),121,24,690,120,570,0.1739130434782608,2050
high_inflow_share_30y,High Muslim inflow share (70%),125,17,650,111,539,0.1707692307692307,2043
high_inflow_share_30y,High Muslim inflow share (70%),124,23,668,153,515,0.2290419161676646,2049
high_inflow_share_30y,High Muslim inflow share (70%),131,5,677,80,597,0.1181683899556868,2031
high_inflow_share_30y,High Muslim inflow share (70%),128,12,678,95,583,0.140117994100295,2038
high_inflow_share_30y,High Muslim inflow share (70%),129,11,666,105,561,0.1576576576576576,2037
high_inflow_share_30y,High Muslim inflow share (70%),130,8,662,84,578,0.1268882175226586,2034
high_inflow_share_30y,High Muslim inflow share (70%),123,24,690,142,548,0.2057971014492753,2050
high_inflow_share_30y,High Muslim inflow share (70%),126,14,683,92,591,0.1346998535871156,2040
high_inflow_share_30y,High Muslim inflow share (70%),127,12,647,95,552,0.1468315301391035,2038
high_inflow_share_30y,High Muslim inflow share (70%),132,1,664,71,593,0.1069277108433734,2027
high_inflow_share_30y,High Muslim inflow share (70%),125,18,656,115,541,0.1753048780487804,2044
high_inflow_share_30y,High Muslim inflow share (70%),121,25,694,123,571,0.1772334293948126,2051
high_inflow_share_30y,High Muslim inflow share (70%),124,24,672,157,515,0.2336309523809523,2050
high_inflow_share_30y,High Muslim inflow share (70%),122,20,726,119,607,0.1639118457300275,2046
high_inflow_share_30y,High Muslim inflow share (70%),128,13,669,98,571,0.1464872944693572,2039
high_inflow_share_30y,High Muslim inflow share (70%),126,15,688,94,594,0.1366279069767441,2041
high_inflow_share_30y,High Muslim inflow share (70%),127,13,647,101,546,0.1561051004636785,2039
high_inflow_share_30y,High Muslim inflow share (70%),125,19,657,119,538,0.1811263318112633,2045
high_inflow_share_30y,High Muslim inflow share (70%),122,21,720,125,595,0.1736111111111111,2047
high_inflow_share_30y,High Muslim inflow share (70%),128,14,673,102,571,0.1515601783060921,2040
high_inflow_share_30y,High Muslim inflow share (70%),125,20,663,121,542,0.1825037707390648,2046
